Día,Mes,Año,Dolar_Compra,Dolar_Venta,EBORU_Dolar_Compra,EBORU_Dolar_Venta,Euro_Compra,Euro_Venta,Arg_Compra,Arg_Venta,Br_Compra,Br_Venta
30,Abr,2019,34.05,35.55,34.35,35.25,37.17,40.91,0.52,1.12,8.24,9.54
2,May,2019,34.3,35.8,34.6,35.5,37.55,41.32,0.53,1.13,8.35,9.65
3,May,2019,34.35,35.85,34.74,35.46,37.47,41.21,0.52,1.12,8.27,9.57
6,May,2019,34.14,35.64,34.48,35.3,37.31,41.05,0.52,1.12,8.27,9.57
7,May,2019,34.3,35.8,34.69,35.41,37.51,41.26,0.52,1.12,8.27,9.57
8,May,2019,34.27,35.77,34.61,35.43,37.4,41.15,0.51,1.11,8.22,9.52
9,May,2019,34.35,35.75,34.69,35.41,37.52,41.16,0.51,1.11,8.33,9.63
10,May,2019,34.45,35.85,34.79,35.51,37.74,41.39,0.51,1.11,8.31,9.61
13,May,2019,34.39,35.89,34.73,35.55,37.7,41.48,0.52,1.12,8.31,9.61
14,May,2019,34.49,35.99,34.88,35.6,37.81,41.59,0.52,1.12,8.27,9.57
15,May,2019,34.47,35.97,34.81,35.63,37.71,41.48,0.52,1.12,8.27,9.57
16,May,2019,34.48,35.98,34.87,35.59,37.7,41.46,0.52,1.12,8.24,9.54
17,May,2019,34.47,35.97,34.81,35.63,37.57,41.33,0.52,1.12,8.14,9.44
20,May,2019,34.51,36.01,34.85,35.67,37.59,41.35,0.52,1.12,8.01,9.31
21,May,2019,34.52,36.02,34.92,35.63,37.62,41.38,0.51,1.11,8.02,9.32
22,May,2019,34.52,36.02,34.91,35.63,37.6,41.35,0.52,1.12,8.13,9.43
23,May,2019,34.55,36.05,34.94,35.66,37.63,41.38,0.52,1.12,8.15,9.45
24,May,2019,34.44,35.94,34.83,35.55,37.58,41.34,0.51,1.11,8.11,9.41
27,May,2019,34.4,35.9,34.74,35.56,37.63,41.39,0.52,1.12,8.17,9.47
28,May,2019,34.35,35.85,34.7,35.5,37.55,41.31,0.52,1.12,8.11,9.41
29,May,2019,34.4,35.9,34.8,35.55,37.48,41.22,0.52,1.12,8.17,9.47
30,May,2019,34.5,36,34.89,35.61,37.48,41.23,0.53,1.13,8.27,9.57
31,May,2019,34.45,35.95,34.83,35.57,37.44,41.18,0.53,1.13,8.28,9.58
3,Jun,2019,34.5,36,34.85,35.67,37.61,41.35,0.52,1.12,8.39,9.69
4,Jun,2019,34.42,35.92,34.81,35.53,37.82,41.61,0.52,1.12,8.43,9.73
5,Jun,2019,34.3,35.8,34.7,35.42,37.68,41.46,0.52,1.12,8.49,9.79
6,Jun,2019,34.48,35.98,34.8,35.65,37.79,41.56,0.52,1.12,8.47,9.77
7,Jun,2019,34.55,36.05,34.89,35.71,38.03,41.84,0.52,1.12,8.51,9.81
10,Jun,2019,34.67,36.17,35,35.84,38.35,42.17,0.52,1.12,8.56,9.86
11,Jun,2019,34.66,36.16,35.05,35.77,38.28,42.1,0.52,1.12,8.54,9.84
12,Jun,2019,34.61,36.11,35,35.72,38.27,42.09,0.53,1.13,8.6,9.9
13,Jun,2019,34.57,36.07,34.96,35.68,38.08,41.89,0.55,1.15,8.57,9.87
14,Jun,2019,34.53,36.03,34.92,35.64,38.01,41.81,0.55,1.15,8.55,9.85
17,Jun,2019,34.57,36.07,34.96,35.68,37.84,41.62,0.54,1.14,8.46,9.76
18,Jun,2019,34.57,36.07,34.96,35.68,37.84,41.62,0.54,1.14,8.46,9.76
20,Jun,2019,34.59,36.09,34.93,35.75,37.79,41.57,0.55,1.15,8.56,9.86
21,Jun,2019,34.49,35.99,34.88,35.6,38.03,41.82,0.55,1.15,8.58,9.88
24,Jun,2019,34.42,35.92,34.75,35.59,38.18,42.01,0.56,1.16,8.6,9.9
25,Jun,2019,34.41,35.91,34.75,35.57,38.28,42.1,0.57,1.17,8.59,9.89
26,Jun,2019,34.41,35.91,34.75,35.57,38.28,42.1,0.57,1.17,8.59,9.89
27,Jun,2019,34.48,35.98,34.87,35.59,38.27,42.09,0.56,1.16,8.55,9.85
28,Jun,2019,34.48,35.98,34.87,35.59,38.26,42.09,0.56,1.16,8.59,9.89
1,Jul,2019,34.43,35.93,34.77,35.59,38.21,42.04,0.57,1.17,8.58,9.88
2,Jul,2019,34.35,35.85,34.7,35.51,37.84,41.63,0.57,1.17,8.54,9.84
3,Jul,2019,34.45,35.95,34.79,35.6,37.97,41.77,0.57,1.17,8.47,9.77
4,Jul,2019,34.43,35.93,34.77,35.58,37.9,41.69,0.58,1.18,8.5,9.8
5,Jul,2019,34.38,35.88,34.73,35.56,37.86,41.66,0.58,1.18,8.57,9.87
8,Jul,2019,34.46,35.96,34.8,35.61,37.75,41.52,0.58,1.18,8.53,9.83
9,Jul,2019,34.42,35.92,34.81,35.53,37.66,41.43,0.58,1.18,8.55,9.85
10,Jul,2019,34.44,35.94,34.78,35.6,37.67,41.43,0.58,1.18,8.57,9.87
11,Jul,2019,34.35,35.85,34.74,35.46,37.73,41.52,0.58,1.18,8.65,9.95
12,Jul,2019,34.39,35.89,34.73,35.54,37.78,41.57,0.58,1.18,8.67,9.97
15,Jul,2019,34.35,35.85,34.64,35.56,37.79,41.57,0.58,1.18,8.69,9.99
16,Jul,2019,34.37,35.87,34.76,35.48,37.76,41.54,0.57,1.17,8.65,9.95
17,Jul,2019,34.41,35.91,34.8,35.52,37.63,41.4,0.56,1.16,8.65,9.95
19,Jul,2019,34.35,35.85,34.69,35.51,37.62,41.38,0.56,1.16,8.64,9.94
22,Jul,2019,34.25,35.75,34.58,35.42,37.5,41.26,0.56,1.16,8.65,9.95
23,Jul,2019,34.03,35.53,34.37,35.19,37.23,40.97,0.56,1.16,8.61,9.91
24,Jul,2019,33.4,34.9,33.69,34.61,36.34,40.03,0.54,1.14,8.36,9.66
25,Jul,2019,33.1,34.6,33.43,34.27,35.97,39.64,0.53,1.13,8.29,9.59
26,Jul,2019,33.6,35.1,33.93,34.77,36.54,40.24,0.53,1.13,8.39,9.69
29,Jul,2019,33.42,34.92,33.7,34.65,36.29,39.97,0.53,1.13,8.37,9.67
30,Jul,2019,33.45,34.95,33.79,34.61,36.39,40.08,0.52,1.12,8.35,9.65
31,Jul,2019,33.55,35.05,33.88,34.72,36.53,40.23,0.52,1.12,8.36,9.66
1,Agosto,2019,33.65,35.15,33.98,34.82,36.42,40.1,0.52,1.12,8.39,9.69
2,Agosto,2019,33.85,35.35,34.23,34.97,36.63,40.31,0.52,1.12,8.31,9.61
5,Agosto,2019,33.95,35.45,34.29,35.11,36.8,40.51,0.51,1.11,8.26,9.56
6,Agosto,2019,34.45,35.95,34.78,35.62,37.66,41.44,0.51,1.11,8.2,9.5
7,Agosto,2019,34.45,35.95,34.79,35.61,37.65,41.42,0.51,1.11,8.22,9.52
8,Agosto,2019,34.55,36.05,34.88,35.72,37.82,41.61,0.51,1.11,8.2,9.5
9,Agosto,2019,34.53,36.03,34.87,35.69,37.72,41.48,0.52,1.12,8.32,9.62
12,Agosto,2019,34.6,36.1,34.9,35.8,37.84,41.62,0.52,1.12,8.29,9.59
13,Agosto,2019,35.1,36.6,35.39,36.31,38.42,42.22,0.4,1,8.34,9.64
14,Agosto,2019,35.14,36.64,35.48,36.3,38.32,42.12,0.37,0.97,8.38,9.68
15,Agosto,2019,35.46,36.96,35.75,36.67,38.55,42.36,0.32,0.92,8.29,9.59
16,Agosto,2019,35.45,36.95,35.74,36.67,38.43,42.23,0.38,0.98,8.42,9.72
19,Agosto,2019,35.47,36.97,35.76,36.68,38.41,42.19,0.41,1.01,8.39,9.69
20,Agosto,2019,35.75,37.25,36.09,36.91,38.67,42.48,0.42,1.02,8.3,9.6
21,Agosto,2019,35.83,37.33,36.17,36.99,38.81,42.63,0.42,1.02,8.37,9.67
22,Agosto,2019,35.73,37.23,36.06,36.9,38.65,42.45,0.41,1.01,8.38,9.68
23,Agosto,2019,35.57,37.07,35.91,36.73,38.49,42.27,0.41,1.01,8.25,9.55
26,Agosto,2019,35.75,37.25,36.04,36.96,38.89,42.72,0.41,1.01,8.2,9.5
27,Agosto,2019,35.72,37.22,36.06,36.88,38.69,42.5,0.41,1.01,8.12,9.42
28,Agosto,2019,35.75,37.25,36.09,36.92,38.7,42.5,0.4,1,8.13,9.43
29,Agosto,2019,35.86,37.36,36.2,37.02,38.77,42.58,0.38,0.98,8.14,9.44
30,Agosto,2019,35.86,37.36,36.2,37.02,38.69,42.48,0.38,0.98,8.13,9.43
2,Setiembre,2019,35.9,37.4,36.24,37.06,38.48,42.26,0.36,0.96,8.2,9.5
3,Setiembre,2019,36.05,37.55,36.39,37.2,38.59,42.38,0.38,0.98,8.14,9.44
4,Setiembre,2019,35.95,37.45,36.3,37.12,38.49,42.26,0.41,1.01,8.11,9.41
5,Setiembre,2019,35.93,37.43,36.27,37.09,38.69,42.49,0.4,1,8.27,9.57
6,Setiembre,2019,35.86,37.36,36.2,37.01,38.63,42.41,0.4,1,8.26,9.56
9,Setiembre,2019,35.71,37.21,36.03,36.9,38.44,42.23,0.4,1,8.29,9.59
10,Setiembre,2019,35.75,37.25,36.09,36.92,38.56,42.35,0.4,1,8.25,9.55
11,Setiembre,2019,35.85,37.35,36.19,37.01,38.62,42.42,0.4,1,8.26,9.56
12,Setiembre,2019,35.77,37.27,36.11,36.93,38.43,42.21,0.4,1,8.31,9.61
13,Setiembre,2019,35.7,37.2,36.05,36.87,38.55,42.35,0.4,1,8.31,9.61
16,Setiembre,2019,35.75,37.25,36.11,36.92,38.65,42.44,0.4,1,8.25,9.55
17,Setiembre,2019,35.95,37.45,36.28,37.12,38.63,42.41,0.4,1,8.3,9.6
18,Setiembre,2019,35.98,37.48,36.32,37.14,38.87,42.67,0.4,1,8.33,9.63
19,Setiembre,2019,36,37.5,36.34,37.16,38.74,42.55,0.4,1,8.28,9.58
20,Setiembre,2019,36.01,37.51,36.35,37.17,38.81,42.61,0.4,1,8.18,9.48
23,Setiembre,2019,36,37.5,36.33,37.15,38.71,42.5,0.4,1,8.18,9.48
24,Setiembre,2019,36,37.5,36.34,37.16,38.64,42.42,0.39,0.99,8.14,9.44
25,Setiembre,2019,36.03,37.53,36.37,37.19,38.75,42.55,0.39,0.99,8.15,9.45
26,Setiembre,2019,36.12,37.62,36.46,37.28,38.59,42.36,0.39,0.99,8.21,9.51
27,Setiembre,2019,36.08,37.58,36.42,37.24,38.46,42.22,0.39,0.99,8.19,9.49
30,Setiembre,2019,36.1,37.6,36.45,37.27,38.55,42.32,0.39,0.99,8.2,9.5
1,Octubre,2019,36.22,37.72,36.51,37.43,38.54,42.3,0.39,0.99,8.24,9.54
2,Octubre,2019,36.35,37.85,36.63,37.57,38.79,42.58,0.39,0.99,8.25,9.55
3,Octubre,2019,36.45,37.95,36.75,37.7,38.98,42.79,0.39,0.99,8.32,9.62
4,Octubre,2019,36.42,37.92,36.71,37.63,38.99,42.79,0.39,0.99,8.43,9.73
7,Octubre,2019,36.4,37.9,36.69,37.61,39.01,42.82,0.39,0.99,8.47,9.77
8,Octubre,2019,36.47,37.97,36.77,37.67,39.07,42.87,0.39,0.99,8.41,9.71
9,Octubre,2019,36.48,37.98,36.78,37.68,39,42.8,0.39,0.99,8.43,9.73
10,Octubre,2019,36.45,37.95,36.74,37.66,39.04,42.84,0.39,0.99,8.41,9.71
11,Octubre,2019,36.42,37.92,36.71,37.63,39.11,42.93,0.39,0.99,8.34,9.64
14,Octubre,2019,36.4,37.9,36.68,37.6,39.21,43.04,0.39,0.99,8.4,9.7
15,Octubre,2019,36.47,37.97,36.76,37.68,39.26,43.08,0.39,0.99,8.34,9.64
16,Octubre,2019,36.58,38.08,36.87,37.79,39.38,43.22,0.39,0.99,8.31,9.61
17,Octubre,2019,36.6,38.1,36.9,37.8,39.55,43.4,0.39,0.99,8.3,9.6
18,Octubre,2019,36.6,38.1,36.89,37.81,39.72,43.59,0.39,0.99,8.31,9.61
21,Octubre,2019,36.64,38.14,36.93,37.85,39.91,43.79,0.39,0.99,8.41,9.71
22,Octubre,2019,36.65,38.15,36.94,37.86,39.88,43.74,0.39,0.99,8.37,9.67
23,Octubre,2019,36.66,38.16,36.95,37.87,39.79,43.66,0.38,0.98,8.5,9.8
24,Octubre,2019,36.64,38.14,36.92,37.84,39.82,43.69,0.38,0.98,8.59,9.89
25,Octubre,2019,36.65,38.15,36.94,37.86,39.74,43.59,0.37,0.97,8.58,9.88
28,Octubre,2019,36.7,38.2,36.95,37.95,39.68,43.53,0.37,0.97,8.66,9.96
29,Octubre,2019,36.75,38.25,36.99,38.01,39.82,43.67,0.37,0.97,8.72,10.02
30,Octubre,2019,36.73,38.23,37.02,37.94,39.83,43.7,0.38,0.98,8.69,9.99
31,Octubre,2019,36.73,38.23,37.02,37.94,39.94,43.81,0.37,0.97,8.7,10
1,Noviembre,2019,36.7,38.2,36.98,37.9,39.92,43.78,0.37,0.97,8.66,9.96
4,Noviembre,2019,36.62,38.12,36.91,37.83,39.9,43.78,0.31,0.83,8.67,9.97
5,Noviembre,2019,36.53,38.03,36.82,37.74,39.7,43.55,0.31,0.83,8.62,9.92
6,Noviembre,2019,36.62,38.12,36.91,37.83,39.57,43.41,0.31,0.83,8.68,9.98
7,Noviembre,2019,36.7,38.2,37,37.92,39.64,43.49,0.31,0.83,8.5,9.8
8,Noviembre,2019,36.7,38.2,37,37.92,39.58,43.42,0.31,0.83,8.49,9.79
11,Noviembre,2019,36.73,38.23,37.03,37.94,39.51,43.34,0.31,0.83,8.36,9.66
12,Noviembre,2019,36.74,38.24,37.04,37.95,39.57,43.42,0.31,0.83,8.39,9.69
13,Noviembre,2019,36.81,38.31,37.1,38.02,39.55,43.38,0.31,0.83,8.34,9.64
14,Noviembre,2019,36.82,38.32,37.12,38.03,39.56,43.39,0.31,0.83,8.3,9.6
15,Noviembre,2019,36.93,38.43,37.22,38.14,39.73,43.58,0.31,0.83,8.33,9.63
18,Noviembre,2019,36.9,38.4,37.19,38.11,39.81,43.67,0.31,0.83,8.3,9.6
19,Noviembre,2019,36.9,38.4,37.2,38.11,39.9,43.76,0.32,0.84,8.5,9.8
20,Noviembre,2019,36.91,38.41,37.2,38.12,39.92,43.77,0.31,0.83,8.47,9.77
21,Noviembre,2019,36.95,38.45,37.25,38.16,39.92,43.79,0.31,0.83,8.48,9.78
22,Noviembre,2019,37,38.5,37.29,38.2,39.93,43.79,0.31,0.83,8.48,9.78
25,Noviembre,2019,37,38.55,37.26,38.24,39.81,43.72,0.31,0.83,8.51,9.81
26,Noviembre,2019,37.05,38.55,37.35,38.26,39.81,43.65,0.32,0.84,8.47,9.77
27,Noviembre,2019,37.15,38.65,37.46,38.36,39.96,43.81,0.31,0.83,8.43,9.73
28,Noviembre,2019,37.25,38.75,37.56,38.47,40,43.85,0.31,0.83,8.43,9.73
29,Noviembre,2019,37.25,38.75,37.51,38.48,40.02,43.88,0.32,0.84,8.51,9.81
2,Dic,2019,37.05,38.55,37.28,38.3,39.84,43.68,0.31,0.83,8.43,9.73
3,Dic,2019,36.95,38.45,37.24,38.15,39.95,43.82,0.31,0.83,8.44,9.74
4,Dic,2019,36.9,38.4,37.2,38.11,39.91,43.77,0.31,0.83,8.45,9.75
5,Dic,2019,37.05,38.55,37.34,38.28,40.04,43.9,0.31,0.83,8.5,9.8
6,Dic,2019,37.05,38.55,37.33,38.26,40.13,44.01,0.31,0.83,8.53,9.83
9,Dic,2019,36.95,38.45,37.24,38.15,39.86,43.71,0.31,0.83,8.59,9.89
10,Dic,2019,37.1,38.6,37.4,38.33,40.05,43.93,0.31,0.83,8.66,9.96
11,Dic,2019,37.25,38.75,37.55,38.47,40.34,44.23,0.32,0.84,8.67,9.97
12,Dic,2019,37.15,38.65,37.44,38.35,40.24,44.12,0.32,0.84,8.68,9.98
13,Dic,2019,37.05,38.55,37.34,38.26,40.17,44.06,0.31,0.83,8.72,10.02
16,Dic,2019,37.05,38.55,37.34,38.25,40.21,44.11,0.31,0.83,8.7,10
17,Dic,2019,36.95,38.45,37.22,38.19,40.2,44.09,0.31,0.83,8.79,10.09
18,Dic,2019,36.95,38.45,37.24,38.15,40.21,44.1,0.31,0.83,8.77,10.07
19,Dic,2019,36.95,38.45,37.24,38.15,40.1,43.98,0.31,0.83,8.78,10.08
20,Dic,2019,36.8,38.3,37.09,38,39.96,43.83,0.31,0.83,8.75,10.05
23,Dic,2019,36.72,38.22,36.99,37.95,39.68,43.52,0.31,0.83,8.65,9.95
24,Dic,2019,36.25,37.75,36.53,37.47,39.24,43.08,0.3,0.82,8.58,9.88
26,Dic,2019,36.25,37.75,36.5,37.5,39.19,43.03,0.3,0.82,8.56,9.86
27,Dic,2019,36.32,37.82,36.6,37.55,39.37,43.21,0.3,0.82,8.62,9.92
30,Dic,2019,36.45,37.95,36.74,37.67,39.79,43.67,0.31,0.83,8.69,9.99
31,Dic,2019,36.65,38.15,36.93,37.89,40.07,43.97,0.31,0.83,8.8,10.1
2,Enero,2020,36.65,38.15,36.93,37.89,40.07,43.97,0.31,0.83,8.8,10.1
3,Enero,2020,36.5,38,36.76,37.75,39.79,43.66,0.31,0.83,8.75,10.05
7,Enero,2020,36.6,38.1,36.89,37.81,39.88,43.75,0.31,0.83,8.71,10.01
8,Enero,2020,36.72,38.22,37.02,37.94,39.93,43.81,0.31,0.83,8.73,10.03
9,Enero,2020,36.73,38.23,37.03,37.94,39.83,43.68,0.31,0.83,8.76,10.06
10,Enero,2020,36.65,38.15,36.94,37.85,39.73,43.59,0.31,0.83,8.65,9.95
13,Enero,2020,36.57,38.07,36.86,37.78,39.69,43.54,0.31,0.83,8.65,9.95
14,Enero,2020,36.69,38.19,36.98,37.89,39.9,43.76,0.31,0.83,8.54,9.84
15,Enero,2020,36.6,38.1,36.86,37.85,39.76,43.63,0.31,0.83,8.53,9.83
16,Enero,2020,36.62,38.12,36.91,37.83,39.85,43.73,0.27,0.79,8.45,9.75
17,Enero,2020,36.55,38.05,36.85,37.76,39.72,43.58,0.27,0.79,8.38,9.68
20,Enero,2020,36.64,38.14,36.92,37.85,39.66,43.52,0.27,0.79,8.48,9.78
21,Enero,2020,36.65,38.15,36.95,37.86,39.66,43.52,0.27,0.79,8.43,9.73
22,Enero,2020,36.65,38.15,36.94,37.85,39.68,43.52,0.27,0.79,8.41,9.71
23,Enero,2020,36.55,38.05,36.84,37.76,39.55,43.4,0.27,0.79,8.42,9.72
24,Enero,2020,36.51,38.01,36.8,37.74,39.38,43.2,0.27,0.79,8.44,9.74
27,Enero,2020,36.48,37.98,36.77,37.69,39.26,43.09,0.27,0.79,8.39,9.69
28,Enero,2020,36.65,38.15,36.9,37.9,39.4,43.23,0.27,0.79,8.4,9.7
29,Enero,2020,36.62,38.12,36.91,37.83,39.36,43.18,0.27,0.79,8.41,9.71
30,Enero,2020,36.65,38.15,36.94,37.86,39.36,43.19,0.27,0.79,8.36,9.66
31,Enero,2020,36.79,38.29,37.08,38,39.62,43.47,0.27,0.79,8.3,9.6
3,Febrero,2020,36.81,38.31,37.05,38.07,39.81,43.67,0.27,0.79,8.27,9.57
4,Febrero,2020,36.85,38.35,37.12,38.08,39.79,43.64,0.27,0.79,8.35,9.65
5,Febrero,2020,36.81,38.31,37.1,38.02,39.66,43.51,0.27,0.79,8.33,9.63
6,Febrero,2020,36.83,38.33,37.12,38.04,39.53,43.36,0.27,0.79,8.35,9.65
7,Febrero,2020,36.83,38.33,37.12,38.04,39.44,43.26,0.27,0.79,8.29,9.59
10,Febrero,2020,37,38.5,37.29,38.21,39.52,43.35,0.27,0.79,8.24,9.54
11,Febrero,2020,37,38.5,37.29,38.21,39.41,43.22,0.27,0.79,8.23,9.53
12,Febrero,2020,37.05,38.55,37.34,38.27,39.49,43.31,0.27,0.79,8.22,9.52
13,Febrero,2020,37.25,38.75,37.53,38.49,39.54,43.35,0.27,0.79,8.25,9.55
14,Febrero,2020,37.25,38.75,37.53,38.46,39.41,43.21,0.27,0.79,8.25,9.55
17,Febrero,2020,37.15,38.65,37.44,38.35,39.32,43.12,0.27,0.79,8.31,9.61
18,Febrero,2020,37.15,38.65,37.45,38.4,39.28,43.08,0.27,0.79,8.26,9.56
19,Febrero,2020,37.3,38.8,37.59,38.51,39.31,43.11,0.27,0.79,8.23,9.53
20,Febrero,2020,37.33,38.83,37.62,38.54,39.32,43.11,0.27,0.79,8.21,9.51
21,Febrero,2020,37.45,39.05,37.79,38.72,39.43,43.35,0.27,0.79,8.21,9.51
26,Febrero,2020,37.6,39.2,37.93,38.85,39.83,43.77,0.28,0.8,8.25,9.55
27,Febrero,2020,37.85,39.45,38.17,39.15,40.2,44.18,0.28,0.8,8.2,9.5
28,Febrero,2020,38.15,39.75,38.47,39.43,40.92,44.94,0.28,0.8,8.2,9.5
2,Marzo,2020,38.35,39.95,38.62,39.7,41.19,45.23,0.28,0.8,8.18,9.48
3,Marzo,2020,38.5,40.1,38.95,39.73,41.93,46.04,0.28,0.8,8.27,9.57
4,Marzo,2020,38.85,40.55,39.15,40.25,42.43,46.69,0.29,0.81,8.3,9.6
5,Marzo,2020,39.3,41,39.59,40.7,42.69,46.96,0.29,0.81,8.28,9.58
6,Marzo,2020,40.2,41.9,40.5,41.6,43.95,48.28,0.31,0.83,8.34,9.64
9,Marzo,2020,40.65,42.35,40.87,42.08,44.85,49.25,0.31,0.83,8.46,9.76
10,Marzo,2020,42,44,42.35,43.55,46.95,51.84,0.33,0.85,8.49,9.79
11,Marzo,2020,42.5,44.2,42.7,43.9,46.81,51.32,0.34,0.86,8.85,10.15
12,Marzo,2020,42.65,44.45,43.02,44.07,46.84,51.46,0.34,0.86,8.84,10.39
13,Marzo,2020,43.75,45.75,44.09,45.38,47.75,52.64,0.36,0.88,8.98,10.48
16,Marzo,2020,43.55,45.75,43.77,45.58,47.04,52.1,0.35,0.87,8.91,10.41
17,Marzo,2020,44.55,46.75,44.9,46.35,48.5,53.65,0.37,0.89,8.8,10.3
18,Marzo,2020,44.45,46.65,44.93,46.12,47.72,52.78,0.36,0.88,8.82,10.32
19,Marzo,2020,45,47.2,45.4,46.8,47.81,52.87,0.37,0.89,8.33,10.33
20,Marzo,2020,44.25,46.45,44.65,46.05,46.11,51.01,0.36,0.88,8.65,10.65
23,Marzo,2020,43.3,45.7,43.8,45.2,45,50.07,0.34,0.86,8.74,10.74
24,Marzo,2020,43.8,46,44.3,45.5,45.9,50.81,0.35,0.87,8.65,10.65
25,Marzo,2020,43.05,45.25,43.57,44.77,45.15,50.03,0.34,0.86,8.58,10.58
26,Marzo,2020,42.19,44.39,42.69,43.89,44.76,49.64,0.32,0.84,8.54,10.54
27,Marzo,2020,42.09,44.29,42.59,43.79,45.3,50.25,0.32,0.84,8.52,10.52
30,Marzo,2020,42.5,44.9,43,44.4,46.12,51.36,0.33,0.85,8.54,10.54
31,Marzo,2020,42.25,44.45,42.8,44,45.52,50.48,0.32,0.84,8.27,10.27
1,Abril,2020,41.9,44.1,42.4,43.61,45,49.93,0.32,0.84,9.05,10.97
2,Abril,2020,42.9,45.1,43.4,44.6,45.77,50.73,0.33,0.85,9.16,11.08
3,Abril,2020,43.2,45.4,43.7,44.9,45.72,50.65,0.33,0.85,9.19,11.11
13,Abril,2020,41.9,44.3,42.41,43.81,44.41,49.5,0.31,0.83,9.21,11.15
14,Abril,2020,42.5,44.7,43,44.2,45.3,50.21,0.32,0.84,9.25,11.19
15,Abril,2020,42.25,44.45,42.75,43.95,45.28,50.22,0.31,0.83,9.19,11.13
16,Abril,2020,42.45,44.65,42.95,44.15,45.23,50.14,0.32,0.84,9.15,11.09
17,Abril,2020,42.4,44.6,42.9,44.1,44.86,49.74,0.31,0.83,9.1,11.04
20,Abril,2020,42.05,44.45,42.55,43.95,44.6,49.69,0.31,0.83,9.09,11.03
21,Abril,2020,41.9,44.3,42.5,43.7,44.43,49.52,0.31,0.83,8.97,10.91
22,Abril,2020,42,44.4,42.6,43.8,44.48,49.58,0.31,0.83,8.97,10.91
23,Abril,2020,41.85,44.25,42.45,43.65,44.18,49.24,0.25,0.77,8.16,10.15
24,Abril,2020,41.95,44.35,42.55,43.75,44.16,49.22,0.25,0.77,8.05,10.04
27,Abril,2020,42.5,44.9,43,44.4,44.81,49.89,0.25,0.77,7.91,9.9
28,Abril,2020,42,44.4,42.6,43.8,44.39,49.47,0.25,0.77,7.75,9.74
29,Abril,2020,41.75,44.15,42.35,43.55,44.15,49.22,0.24,0.76,7.7,9.7
30,Abril,2020,41.15,43.55,41.75,42.95,43.67,48.72,0.23,0.55,7.79,9.79
4,Mayo,2020,41.7,44.1,42.2,43.6,44.61,49.73,0.24,0.56,7.78,9.78
5,Mayo,2020,41.65,43.85,42.15,43.35,44.34,49.21,0.21,0.75,7.83,9.83
6,Mayo,2020,41.5,43.7,42,43.2,43.93,48.75,0.21,0.75,7.72,9.72
7,Mayo,2020,42.15,44.55,42.75,43.95,44.44,49.51,0.22,0.76,7.72,9.72
8,Mayo,2020,42.95,45.35,43.55,44.75,45.39,50.53,0.23,0.77,7.64,9.64
11,Mayo,2020,42.65,45.05,43.15,44.55,45.1,50.21,0.22,0.76,7.72,9.72
12,Mayo,2020,42.6,45,43.2,44.4,44.94,50.04,0.22,0.66,7.62,9.62
13,Mayo,2020,42.75,45.15,43.35,44.55,45.29,50.42,0.22,0.66,7.59,9.59
14,Mayo,2020,42.7,45.1,43.3,44.5,45.08,50.18,0.22,0.66,7.6,9.6
15,Mayo,2020,42.95,45.35,43.55,44.75,45.2,50.31,0.22,0.66,7.73,9.73
19,Mayo,2020,42.95,45.35,43.55,44.75,45.33,50.45,0.2,0.66,7.57,9.57
20,Mayo,2020,42.3,44.7,42.9,44.1,45.15,50.3,0.19,0.65,7.39,9.39
21,Mayo,2020,42.1,44.5,42.7,43.9,45.12,50.28,0.19,0.65,7.32,9.32
22,Mayo,2020,42.25,44.65,42.85,44.05,45.19,50.34,0.19,0.65,7.4,9.4
25,Mayo,2020,42.2,44.6,42.7,44.1,44.89,50.01,0.19,0.65,7.33,9.33
26,Mayo,2020,42,44.4,42.6,43.8,44.68,49.78,0.19,0.65,7.47,9.47
27,Mayo,2020,41.9,44.3,42.5,43.7,44.95,50.1,0.19,0.65,7.37,9.37
28,Mayo,2020,42.1,44.5,42.7,43.9,45.17,50.33,0.19,0.65,7.48,9.48
29,Mayo,2020,42.05,44.45,42.65,43.85,45.48,50.68,0.19,0.65,7.39,9.39
1,Junio,2020,42.1,44.5,42.6,44,45.6,50.81,0.19,0.65,7.4,9.4
2,Junio,2020,42.1,44.5,42.7,43.9,45.75,50.97,0.19,0.65,7.33,9.33
3,Junio,2020,41.9,44.3,42.5,43.7,45.66,50.88,0.19,0.65,7.41,9.41
4,Junio,2020,41.8,44.2,42.4,43.6,45.87,51.12,0.18,0.64,7.51,9.51
5,Junio,2020,41.65,44.05,42.25,43.45,46.11,51.41,0.18,0.64,7.44,9.44
8,Junio,2020,41.35,43.75,41.85,43.25,45.6,50.84,0.18,0.64,7.49,9.49
9,Junio,2020,41.2,43.6,41.8,43,45.45,50.68,0.18,0.64,7.44,9.44
10,Junio,2020,41.5,43.9,42.1,43.3,45.94,51.22,0.18,0.64,7.65,9.65
11,Junio,2020,41.63,44.03,42.23,43.43,46.26,51.58,0.18,0.64,7.57,9.57
12,Junio,2020,41.9,44.3,42.5,43.7,46.21,51.5,0.18,0.64,7.56,9.56
15,Junio,2020,41.48,43.88,41.98,43.38,45.49,50.73,0.18,0.64,7.55,9.55
16,Junio,2020,41.65,44.05,42.25,43.45,46,51.29,0.18,0.64,7.46,9.46
17,Junio,2020,41.35,43.75,41.95,43.15,45.43,50.67,0.17,0.63,7.55,9.55
